2026-05-07 05:40:30: 2026-05-07 05:40:30,857 - root - INFO - Database dimuat: 1 chat(s) ditemukan.
2026-05-09 16:00:30: 2026-05-09 16:00:30,157 - telegram.ext.Application - ERROR - No error handlers are registered, logging exception.
2026-05-09 16:00:30: Traceback (most recent call last):
2026-05-09 16:00:30:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\ext\_utils\networkloop.py", line 161, in network_retry_loop
2026-05-09 16:00:30:     await do_action()
2026-05-09 16:00:30:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\ext\_utils\networkloop.py", line 154, in do_action
2026-05-09 16:00:30:     action_cb_task.result()
2026-05-09 16:00:30:     ~~~~~~~~~~~~~~~~~~~~~^^
2026-05-09 16:00:30:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\ext\_updater.py", line 340, in polling_action_cb
2026-05-09 16:00:30:     updates = await self.bot.get_updates(
2026-05-09 16:00:30:               ^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:30:     ...<3 lines>...
2026-05-09 16:00:30:     )
2026-05-09 16:00:30:     ^
2026-05-09 16:00:30:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\ext\_extbot.py", line 672, in get_updates
2026-05-09 16:00:30:     updates = await super().get_updates(
2026-05-09 16:00:30:               ^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:30:     ...<9 lines>...
2026-05-09 16:00:30:     )
2026-05-09 16:00:30:     ^
2026-05-09 16:00:30:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\_bot.py", line 4865, in get_updates
2026-05-09 16:00:30:     await self._post(
2026-05-09 16:00:30:     ^^^^^^^^^^^^^^^^^
2026-05-09 16:00:30:     ...<7 lines>...
2026-05-09 16:00:30:     ),
2026-05-09 16:00:30:     ^
2026-05-09 16:00:30:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\_bot.py", line 704, in _post
2026-05-09 16:00:30:     return await self._do_post(
2026-05-09 16:00:30:            ^^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:30:     ...<6 lines>...
2026-05-09 16:00:30:     )
2026-05-09 16:00:30:     ^
2026-05-09 16:00:30:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\ext\_extbot.py", line 370, in _do_post
2026-05-09 16:00:30:     return await super()._do_post(
2026-05-09 16:00:30:            ^^^^^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:30:     ...<6 lines>...
2026-05-09 16:00:30:     )
2026-05-09 16:00:30:     ^
2026-05-09 16:00:30:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\_bot.py", line 733, in _do_post
2026-05-09 16:00:30:     result = await request.post(
2026-05-09 16:00:30:              ^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:30:     ...<6 lines>...
2026-05-09 16:00:30:     )
2026-05-09 16:00:30:     ^
2026-05-09 16:00:30:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\request\_baserequest.py", line 198, in post
2026-05-09 16:00:30:     result = await self._request_wrapper(
2026-05-09 16:00:30:              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:30:     ...<7 lines>...
2026-05-09 16:00:30:     )
2026-05-09 16:00:30:     ^
2026-05-09 16:00:30:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\request\_baserequest.py", line 375, in _request_wrapper
2026-05-09 16:00:30:     raise exception
2026-05-09 16:00:30: telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2026-05-09 16:00:39: 2026-05-09 16:00:39,435 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 409 Conflict"
2026-05-09 16:00:39: 2026-05-09 16:00:39,436 - telegram.ext.Application - ERROR - No error handlers are registered, logging exception.
2026-05-09 16:00:39: Traceback (most recent call last):
2026-05-09 16:00:39:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\ext\_utils\networkloop.py", line 161, in network_retry_loop
2026-05-09 16:00:39:     await do_action()
2026-05-09 16:00:39:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\ext\_utils\networkloop.py", line 154, in do_action
2026-05-09 16:00:39:     action_cb_task.result()
2026-05-09 16:00:39:     ~~~~~~~~~~~~~~~~~~~~~^^
2026-05-09 16:00:39:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\ext\_updater.py", line 340, in polling_action_cb
2026-05-09 16:00:39:     updates = await self.bot.get_updates(
2026-05-09 16:00:39:               ^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:39:     ...<3 lines>...
2026-05-09 16:00:39:     )
2026-05-09 16:00:39:     ^
2026-05-09 16:00:39:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\ext\_extbot.py", line 672, in get_updates
2026-05-09 16:00:39:     updates = await super().get_updates(
2026-05-09 16:00:39:               ^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:39:     ...<9 lines>...
2026-05-09 16:00:39:     )
2026-05-09 16:00:39:     ^
2026-05-09 16:00:39:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\_bot.py", line 4865, in get_updates
2026-05-09 16:00:39:     await self._post(
2026-05-09 16:00:39:     ^^^^^^^^^^^^^^^^^
2026-05-09 16:00:39:     ...<7 lines>...
2026-05-09 16:00:39:     ),
2026-05-09 16:00:39:     ^
2026-05-09 16:00:39:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\_bot.py", line 704, in _post
2026-05-09 16:00:39:     return await self._do_post(
2026-05-09 16:00:39:            ^^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:39:     ...<6 lines>...
2026-05-09 16:00:39:     )
2026-05-09 16:00:39:     ^
2026-05-09 16:00:39:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\ext\_extbot.py", line 370, in _do_post
2026-05-09 16:00:39:     return await super()._do_post(
2026-05-09 16:00:39:            ^^^^^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:39:     ...<6 lines>...
2026-05-09 16:00:39:     )
2026-05-09 16:00:39:     ^
2026-05-09 16:00:39:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\_bot.py", line 733, in _do_post
2026-05-09 16:00:39:     result = await request.post(
2026-05-09 16:00:39:              ^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:39:     ...<6 lines>...
2026-05-09 16:00:39:     )
2026-05-09 16:00:39:     ^
2026-05-09 16:00:39:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\request\_baserequest.py", line 198, in post
2026-05-09 16:00:39:     result = await self._request_wrapper(
2026-05-09 16:00:39:              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-05-09 16:00:39:     ...<7 lines>...
2026-05-09 16:00:39:     )
2026-05-09 16:00:39:     ^
2026-05-09 16:00:39:   File "C:\Users\62812\AppData\Local\Programs\Python\Python314\Lib\site-packages\telegram\request\_baserequest.py", line 375, in _request_wrapper
2026-05-09 16:00:39:     raise exception
2026-05-09 16:00:39: telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2026-05-09 16:00:56: 2026-05-09 16:00:56,348 - root - INFO - Database dimuat: 1 chat(s) ditemukan.
2026-05-09 16:00:59: 2026-05-09 16:00:59,401 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getMe "HTTP/1.1 200 OK"
2026-05-09 16:00:59: 2026-05-09 16:00:59,584 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/deleteWebhook "HTTP/1.1 200 OK"
2026-05-09 16:00:59: 2026-05-09 16:00:59,586 - telegram.ext.Application - INFO - Application started
2026-05-09 16:01:10: 2026-05-09 16:01:10,137 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:01:20: 2026-05-09 16:01:20,320 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:01:30: 2026-05-09 16:01:30,520 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:01:40: 2026-05-09 16:01:40,702 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:01:50: 2026-05-09 16:01:50,885 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:02:01: 2026-05-09 16:02:01,072 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:02:11: 2026-05-09 16:02:11,253 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:02:15: 2026-05-09 16:02:15,061 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:02:16: 2026-05-09 16:02:16,543 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/sendMessage "HTTP/1.1 200 OK"
2026-05-09 16:02:25: 2026-05-09 16:02:25,258 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:02:35: 2026-05-09 16:02:35,441 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:02:45: 2026-05-09 16:02:45,673 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:02:55: 2026-05-09 16:02:55,862 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:03:06: 2026-05-09 16:03:06,086 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:03:16: 2026-05-09 16:03:16,280 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:03:26: 2026-05-09 16:03:26,469 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:03:36: 2026-05-09 16:03:36,682 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:03:46: 2026-05-09 16:03:46,879 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:03:57: 2026-05-09 16:03:57,068 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:04:07: 2026-05-09 16:04:07,254 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:04:17: 2026-05-09 16:04:17,436 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:04:27: 2026-05-09 16:04:27,625 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:04:37: 2026-05-09 16:04:37,810 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:04:47: 2026-05-09 16:04:47,998 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:04:58: 2026-05-09 16:04:58,185 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:05:08: 2026-05-09 16:05:08,369 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:05:18: 2026-05-09 16:05:18,647 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:05:28: 2026-05-09 16:05:28,834 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:05:39: 2026-05-09 16:05:39,017 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:05:49: 2026-05-09 16:05:49,198 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:05:59: 2026-05-09 16:05:59,383 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:06:09: 2026-05-09 16:06:09,571 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:06:19: 2026-05-09 16:06:19,749 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:06:29: 2026-05-09 16:06:29,962 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:06:40: 2026-05-09 16:06:40,146 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:06:50: 2026-05-09 16:06:50,333 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:07:00: 2026-05-09 16:07:00,516 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:07:10: 2026-05-09 16:07:10,700 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:07:20: 2026-05-09 16:07:20,887 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:07:31: 2026-05-09 16:07:31,071 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:07:41: 2026-05-09 16:07:41,272 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:07:51: 2026-05-09 16:07:51,460 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:08:01: 2026-05-09 16:08:01,645 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:08:11: 2026-05-09 16:08:11,829 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:08:22: 2026-05-09 16:08:22,024 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:08:32: 2026-05-09 16:08:32,205 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:08:37: 2026-05-09 16:08:37,956 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:08:38: 2026-05-09 16:08:38,926 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/sendMessage "HTTP/1.1 200 OK"
2026-05-09 16:08:48: 2026-05-09 16:08:48,145 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:08:58: 2026-05-09 16:08:58,335 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:09:08: 2026-05-09 16:09:08,604 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:09:18: 2026-05-09 16:09:18,789 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:09:29: 2026-05-09 16:09:29,001 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:09:39: 2026-05-09 16:09:39,198 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:09:49: 2026-05-09 16:09:49,400 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:09:59: 2026-05-09 16:09:59,588 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:10:09: 2026-05-09 16:10:09,772 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:10:19: 2026-05-09 16:10:19,964 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:10:30: 2026-05-09 16:10:30,148 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:10:40: 2026-05-09 16:10:40,338 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:10:50: 2026-05-09 16:10:50,530 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:11:00: 2026-05-09 16:11:00,716 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:11:10: 2026-05-09 16:11:10,906 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:11:21: 2026-05-09 16:11:21,094 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:11:31: 2026-05-09 16:11:31,277 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:11:41: 2026-05-09 16:11:41,481 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:11:51: 2026-05-09 16:11:51,677 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:12:01: 2026-05-09 16:12:01,895 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:12:12: 2026-05-09 16:12:12,074 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:12:22: 2026-05-09 16:12:22,284 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:12:32: 2026-05-09 16:12:32,476 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:12:42: 2026-05-09 16:12:42,662 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:12:52: 2026-05-09 16:12:52,846 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:13:03: 2026-05-09 16:13:03,029 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:13:04: 2026-05-09 16:13:04,759 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:13:07: 2026-05-09 16:13:07,027 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/answerCallbackQuery "HTTP/1.1 200 OK"
2026-05-09 16:13:07: 2026-05-09 16:13:07,468 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/sendMessage "HTTP/1.1 200 OK"
2026-05-09 16:13:07: 2026-05-09 16:13:07,493 - root - INFO - Mulai loading template pake Excel Asli: C:\Users\62812\Desktop\agregator telegram\files\output\orders_-1003997374939_20260509_161307.xlsx
2026-05-09 16:13:14: 2026-05-09 16:13:14,448 - root - INFO - File berhasil disimpan pake Excel Asli: C:\Users\62812\Desktop\agregator telegram\files\output\orders_-1003997374939_20260509_161307.xlsx
2026-05-09 16:13:14: 2026-05-09 16:13:14,964 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
2026-05-09 16:13:18: 2026-05-09 16:13:18,523 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/sendDocument "HTTP/1.1 200 OK"
2026-05-09 16:13:25: 2026-05-09 16:13:25,146 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8794836991:AAHQwLCIUVyN0qm2FEM0_qLETTaCr9goMF8/getUpdates "HTTP/1.1 200 OK"
